"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Cuttack","BP-CTC-2022-07-28-006690","BPA1","2022-07-28","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-11-005997","BPA1","2022-07-11","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-29-005586","BPA1","2022-06-29","2022-07-04","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-25-006538","BPA1","2022-07-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-29-005549","BPA1","2022-06-29","2022-06-29","APPROVED","BP/BDA/000312","2022-07-06"
"Berhampur","BP-BAM-2022-06-28-005509","BPA1","2022-06-28","2022-06-28","APPROVED","BP/BAM/000286","2022-06-28"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-25-006539","BPA1","2022-07-25","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-11-004620","BPA1","2022-06-11","2022-06-13","APPROVED","BP/BED/000353","2022-07-13"
"Bhubaneswar","BP-BMC-2022-03-14-001690","BPA1","2022-03-14","2022-05-19","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-07-002301","BPA1","2022-04-07",NULL,"PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005628","BPA1","2022-07-01",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005629","BPA1","2022-07-01",NULL,"PENDING_APPL_FEE",NULL,NULL
"Cuttack","BP-CTC-2022-07-01-005631","BPA1","2022-07-01",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-16-006208","BPA1","2022-07-16",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-02-005664","BPA1","2022-07-02","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004763","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000314","2022-07-06"
"Bhubaneswar","BP-BMC-2022-07-20-006354","BPA1","2022-07-20","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-15-006149","BPA1","2022-07-15","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-04-005729","BPA1","2022-07-04","2022-07-07","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-09-003396","BPA1","2022-05-09","2022-06-10","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001033","BPA1","2022-02-22","2022-02-22","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-02-005666","BPA2","2022-07-02",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-07-005890","BPA1","2022-07-07","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002286","BPA1","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-27-002929","BPA1","2022-04-27","2022-04-28","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-07-002298","BPA1","2022-04-07","2022-04-07","APPROVED","BP/BDA/000339","2022-07-11"
"Berhampur","BP-BAM-2022-06-13-004654","BPA1","2022-06-13","2022-06-13","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001634","BPA1","2022-03-12","2022-03-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-18-003684","BPA1","2022-05-18","2022-05-19","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-01-002108","BPA1","2022-04-01","2022-05-10","APPROVED","BP/BAM/000361","2022-07-14"
"Bhubaneswar","BP-BMC-2022-07-02-005665","BPA2","2022-07-02","2022-07-06","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001628","BPA1","2022-03-12","2022-04-20","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-02-005637","BPA1","2022-07-02","2022-07-02","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-25-006545","BPA1","2022-07-25",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-02-004000","BPA1","2022-06-02","2022-06-03","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002034","BPA1","2022-03-30","2022-04-13","APPROVED","BP/BMC/000423","2022-07-22"
"Bhubaneswar","BP-BMC-2022-07-16-006210","BPA1","2022-07-16",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004767","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000303","2022-07-02"
"Bhubaneswar","BP-BMC-2022-04-27-002939","BPA1","2022-04-27","2022-04-27","APPROVED","BP/BMC/000298","2022-06-30"
"Bhubaneswar","BP-BMC-2022-05-20-003792","BPA2","2022-05-20","2022-06-01","APPROVED","BP/BMC/000470","2022-07-28"
"Bhubaneswar","BP-BMC-2022-02-25-001177","BPA1","2022-02-25","2022-03-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-05-03-003134","BPA1","2022-05-03","2022-06-29","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-31-002064","BPA3","2022-03-31","2022-05-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-02-005641","BPA1","2022-07-02",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-29-005555","BPA1","2022-06-29","2022-07-02","APPROVED","BP/CTC/000440","2022-07-25"
"Bhubaneswar","BP-BMC-2022-07-06-005840","BPA1","2022-07-06","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-25-006544","BPA1","2022-07-25","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003581","BPA1","2022-05-13","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-04-25-002844","BPA1","2022-04-25","2022-07-26","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-18-004836","BPA1","2022-06-18","2022-06-22","APPROVED","BP/BAM/000302","2022-07-02"
"Berhampur","BP-BAM-2022-06-29-005560","BPA1","2022-06-29","2022-07-01","APPROVED","BP/BAM/000335","2022-07-10"
"Cuttack","BP-CTC-2022-07-07-005899","BPA1","2022-07-07","2022-07-07","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004732","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000341","2022-07-11"
"Khordha","BP-KHU-2022-07-12-006034","BPA2","2022-07-12","2022-07-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-08-001499","BPA3","2022-03-08","2022-04-22","APP_L2_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-13-006062","BPA1","2022-07-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-13-006064","BPA1","2022-07-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-13-006060","BPA1","2022-07-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002705","BPA1","2022-04-21","2022-04-23","APPROVED","BP/BDA/000354","2022-07-13"
"Berhampur","BP-BAM-2022-07-04-005689","BPA1","2022-07-04","2022-07-04","APPROVAL_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-07-27-006611","BPA1","2022-07-27","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-07-10-005974","BPA1","2022-07-10","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001311","BPA1","2022-03-02","2022-03-04","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-07-27-006606","BPA1","2022-07-27","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-14-004704","BPA1","2022-06-14","2022-06-14","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-02-003118","BPA1","2022-05-02","2022-05-05","APPROVED","BP/BDA/000392",NULL
"Berhampur","BP-BAM-2022-05-31-003937","BPA1","2022-05-31","2022-06-03","APPROVED","BP/BAM/000304","2022-07-02"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-01-002103","BPA1","2022-04-01","2022-04-29","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-21-000489","BPA1","2022-01-21","2022-04-22","APPROVED","BP/BMC/000366","2022-07-15"
"Bhubaneswar","BP-BMC-2022-07-04-005741","BPA1","2022-07-04","2022-07-05","APPROVED","BP/BMC/000416","2022-07-22"
"Berhampur","BP-BAM-2022-06-28-005501","BPA1","2022-06-28","2022-06-29","APPROVED","BP/BAM/000417","2022-07-22"
"Bhubaneswar","BP-BMC-2022-04-21-002732","BPA1","2022-04-21","2022-04-22","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-20-001838","BPA1","2022-03-20","2022-04-21","APPROVED","BP/BMC/000437","2022-07-23"
"Berhampur","BP-BAM-2022-07-20-006327","BPA1","2022-07-20","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-25-006546","BPA1","2022-07-25","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-20-004908","BPA1","2022-06-20","2022-06-20","APPROVED","BP/BED/000345","2022-07-12"
"Bhubaneswar","BP-BMC-2022-07-04-005735","BPA1","2022-07-04",NULL,"INITIATED",NULL,NULL
"Cuttack","BP-CTC-2022-07-04-005752","BPA1","2022-07-04","2022-07-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-09-002386","BPA1","2022-04-09","2022-04-11","APPROVED","BP/BMC/000323","2022-07-07"
"Bhubaneswar","BP-BMC-2022-07-04-005745","BPA1","2022-07-04","2022-07-04","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-07-005873","BPA2","2022-07-07","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005522","BPA1","2022-06-28","2022-06-28","APPROVED","BP/BDA/000313","2022-07-06"
"Bhubaneswar","BP-BMC-2022-07-04-005717","BPA2","2022-07-04","2022-07-04","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-02-004056","BPA2","2022-06-02","2022-06-02","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-05-005764","BPA1","2022-07-05","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006433","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Khordha","BP-KHU-2022-07-04-005739","BPA1","2022-07-04","2022-07-04","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-29-006695","BPA1","2022-07-29","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002722","BPA1","2022-04-21","2022-04-22","APPROVED","BP/BDA/000473","2022-07-29"
"Bhubaneswar","BP-BMC-2022-06-11-004604","BPA1","2022-06-11","2022-06-12","APPROVAL_INPROGRESS",NULL,NULL
"Khordha","BP-KHU-2022-07-07-005881","BPA2","2022-07-07",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-07-002337","BPA2","2022-04-07","2022-04-08","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-06-005837","BPA1","2022-07-06","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-19-003720","BPA1","2022-05-19","2022-05-20","APPROVED","BP/BMC/000432","2022-07-23"
"Berhampur","BP-BAM-2022-06-21-004932","BPA1","2022-06-21","2022-06-21","APPROVED","BP/BAM/000337","2022-07-11"
"Bhubaneswar","BP-BMC-2022-03-08-001473","BPA1","2022-03-08","2022-03-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-19-006295","BPA1","2022-07-19",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-15-006155","BPA1","2022-07-15","2022-07-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-05-005768","BPA1","2022-07-05","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-15-006153","BPA1","2022-07-15","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-09-002388","BPA1","2022-04-09","2022-07-20","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-30-003867","BPA1","2022-05-30","2022-05-31","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-20-006361","BPA4","2022-07-20","2022-07-20","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-04-001373","BPA2","2022-03-04","2022-03-05","APPROVED","BP/BMC/000420","2022-07-22"
"Berhampur","BP-BAM-2022-06-01-003942","BPA1","2022-06-01","2022-06-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-12-002491","BPA1","2022-04-12","2022-04-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-05-005795","BPA1","2022-07-05","2022-07-07","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006438","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000858","BPA1","2022-02-14","2022-02-18","APPROVED","BP/BDA/000352","2022-07-13"
"Bhubaneswar","BP-BMC-2022-03-05-001395","BPA1","2022-03-05","2022-03-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-29-006705","BPA1","2022-07-29",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000955","BPA1","2022-02-18","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-04-004298","BPA2","2022-06-04","2022-06-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-04-003162","BPA1","2022-05-04","2022-07-02","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001931","BPA1","2022-03-24","2022-03-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-29-006707","BPA2","2022-07-29",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-15-004723","BPA1","2022-06-15","2022-06-15","APPROVED","BP/BDA/000393","2022-07-19"
"Bhubaneswar","BP-BMC-2022-06-13-004671","BPA1","2022-06-13","2022-06-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-10-005978","BPA1","2022-07-10","2022-07-27","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003583","BPA1","2022-05-13","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-06-005811","BPA1","2022-07-06","2022-07-08","APPROVED","BP/BAM/000431","2022-07-23"
"Cuttack","BP-CTC-2022-07-07-005900","BPA1","2022-07-07","2022-07-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-08-005923","BPA1","2022-07-08","2022-07-09","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000902","BPA2","2022-02-16","2022-02-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-17-006226","BPA1","2022-07-17","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-20-003790","BPA1","2022-05-20","2022-05-31","APPROVED","BP/BDA/000311","2022-07-06"
"Sambalpur","BP-SMB-2022-06-21-004971","BPA1","2022-06-21","2022-07-13","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-05-005766","BPA2","2022-07-05","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-13-006096","BPA4","2022-07-13",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-14-006102","BPA1","2022-07-14","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-14-006104","BPA1","2022-07-14","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-27-005453","BPA1","2022-06-27","2022-06-28","APPROVED","BP/CTC/000411","2022-07-21"
"Bhubaneswar","BP-BMC-2022-07-12-006027","BPA1","2022-07-12","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-07-26-006558","BPA1","2022-07-26",NULL,"PENDING_APPL_FEE",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006442","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-14-006109","BPA2","2022-07-14",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006440","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-03-04-001366","BPA1","2022-03-04","2022-03-05","APPROVED","BP/BAM/000347","2022-07-12"
"Berhampur","BP-BAM-2022-06-23-005057","BPA1","2022-06-23","2022-06-23","APPROVED","BP/BAM/000328","2022-07-08"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005032","BPA4","2022-06-23","2022-06-23","CITIZEN_ACTION_PENDING_AT_APP_L2_VERIF",NULL,NULL
"Rourkela","BP-RRK-2022-02-22-001059","BPA2","2022-02-22","2022-05-11","APPROVED","BP/RRK/000398","2022-07-19"
"Cuttack","BP-CTC-2022-06-23-005066","BPA1","2022-06-23","2022-07-13","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003625","BPA1","2022-05-15","2022-05-16","APPROVED","BP/BAM/000399","2022-07-19"
"Angul","BP-ANG-2022-07-19-006301","BPA1","2022-07-19","2022-07-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-28-001988","BPA2","2022-03-28","2022-03-29","APPROVED","BP/BMC/000396","2022-07-19"
"Sambalpur","BP-SMB-2022-07-22-006452","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001662","BPA1","2022-03-14","2022-03-15","APPROVED","BP/BMC/000425","2022-07-22"
"Berhampurdevelopmentauthority","BP-BED-2022-05-07-003319","BPA1","2022-05-07","2022-06-22","APPROVED","BP/BED/000463","2022-07-27"
"Berhampur","BP-BAM-2022-04-28-003004","BPA1","2022-04-28","2022-05-04","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-17-003668","BPA1","2022-05-17","2022-05-30","APPROVED","BP/BMC/000370","2022-07-15"
"Berhampur","BP-BAM-2022-06-16-004759","BPA1","2022-06-16","2022-06-28","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004766","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000326","2022-07-08"
"Bhubaneswar","BP-BMC-2022-07-12-006026","BPA1","2022-07-12","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-17-006222","BPA1","2022-07-17","2022-07-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sambalpur","BP-SMB-2022-04-13-002514","BPA1","2022-04-13","2022-07-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002031","BPA1","2022-03-30","2022-04-13","APPROVED","BP/BMC/000445","2022-07-25"
"Cuttack","BP-CTC-2022-07-06-005809","BPA1","2022-07-06","2022-07-06","APPROVED","BP/CTC/000377","2022-07-16"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-17-000935","BPA1","2022-02-17","2022-03-04","APPROVED","BP/BDA/000300","2022-06-30"
"Bhubaneswar","BP-BMC-2022-06-20-004913","BPA1","2022-06-20","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001661","BPA1","2022-03-14","2022-03-16","APPROVED","BP/BMC/000358","2022-07-13"
"Berhampur","BP-BAM-2022-06-20-004907","BPA1","2022-06-20","2022-06-20","APPROVED","BP/BAM/000333","2022-07-10"
"Cuttack","BP-CTC-2022-07-06-005808","BPA1","2022-07-06",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-23-001899","BPA1","2022-03-23","2022-03-23","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001012","BPA1","2022-02-21","2022-02-21","APPROVED","BP/BMC/000340","2022-07-11"
"Berhampur","BP-BAM-2022-04-29-003045","BPA1","2022-04-29","2022-04-29","APPROVED","BP/BAM/000310","2022-07-06"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-02-005667","BPA1","2022-07-02","2022-07-04","APPROVED","BP/BDA/000319","2022-07-07"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004594","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BDA/000390","2022-07-19"
"Berhampur","BP-BAM-2022-06-03-004250","BPA1","2022-06-03","2022-06-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-20-001837","BPA1","2022-03-20","2022-03-29","APPROVED","BP/BDA/000322","2022-07-07"
"Bhubaneswar","BP-BMC-2022-03-16-001748","BPA1","2022-03-16","2022-03-16","APPROVED","BP/BMC/000403","2022-07-20"
"Vyasanagar","BP-VSN-2022-07-07-005887","BPA1","2022-07-07","2022-07-07","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-22-006458","BPA1","2022-07-22","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-07-005886","BPA1","2022-07-07","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002351","BPA1","2022-04-08","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-27-005467","BPA1","2022-06-27","2022-06-30","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-11-004610","BPA1","2022-06-11","2022-06-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sambalpur","BP-SMB-2022-07-13-006091","BPA1","2022-07-13","2022-07-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-27-002938","BPA1","2022-04-27","2022-06-29","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-04-003154","BPA1","2022-05-04","2022-05-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Cuttack","BP-CTC-2022-06-23-005067","BPA1","2022-06-23","2022-06-26","APPROVED","BP/CTC/000334","2022-07-10"
"Berhampurdevelopmentauthority","BP-BED-2022-07-19-006312","BPA2","2022-07-19","2022-07-19","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001769","BPA1","2022-03-16","2022-05-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-06-21-004943","BPA1","2022-06-21","2022-06-21","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001235","BPA1","2022-02-28","2022-03-10","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Chatrapur","BP-CHH-2022-07-15-006162","BPA1","2022-07-15","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-11-000800","BPA1","2022-02-11","2022-04-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sundargarh","BP-SNG-2022-05-18-003694","BPA2","2022-05-18","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006441","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-22-006437","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-06-22-004987","BPA1","2022-06-22","2022-06-22","APPROVED","BP/RRK/000450","2022-07-26"
"Rourkela","BP-RRK-2022-05-30-003869","BPA1","2022-05-30","2022-06-25","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-23-001906","BPA1","2022-03-23","2022-03-23","APPROVED","BP/BMC/000418","2022-07-22"
"Bhubaneswar","BP-BMC-2022-07-11-005988","BPA1","2022-07-11","2022-07-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
